task_index	inventory_id	accession_version	source_relative_path	source_path	source_format	source_bytes	source_compressed_sha256	mirror_state	derived_relative_path	resource_class	cpus	memory_mb	scratch_bytes	walltime	state	reason_code	attempts	derived_path	gzi_path	fai_path	provenance_path	source_decompressed_sha256	source_decompressed_bytes	sequence_count	names_lengths_sha256	derived_bgzf_sha256	derived_bgzf_bytes	gzi_sha256	gzi_bytes	fai_sha256	fai_bytes	compression_ratio	elapsed_seconds	cpu_seconds	peak_memory_bytes	peak_scratch_bytes	random_access_probe_count	bgzf_block_count	updated_at_utc
405	ace11b3dc5605e5c27a8eb9278d63e1e28147a79efc85f70e840d0a1bba6b800	GCF_023343835.1	GCF/023/343/835/GCF_023343835.1/GCF_023343835.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/023/343/835/GCF_023343835.1/GCF_023343835.1.fa.gz	gzip	337782181	adf121c97c2b48c1aff4c3bbfb9f2fb10fa6a8341f0a28a973af3954d304e389	verified	objects/GCF/023/343/835/GCF_023343835.1/GCF_023343835.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/343/835/GCF_023343835.1/GCF_023343835.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/343/835/GCF_023343835.1/GCF_023343835.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/343/835/GCF_023343835.1/GCF_023343835.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/343/835/GCF_023343835.1/provenance.json	1485b95749c2336cc54fabd4717d2b5836feb6bc07a07dae5372a0001ebf7fd8	1047309844	165	daf94d59f7847dc83945ecb17c5fc506b27e8ae038eaae3fc3d9c897b9442914	b332a82b5402cf61d2b1f50d94272345f8c8d4cdf72e3889d089580a8f4c3485	344604156	93af9e5318bc42e6d34fe6f9ca51a205d5520dbb04f3a232a42dcc0ed1c1e9ac	256696	9526a283ffd145d2bdc884531d23b83ec2211e1f397709a1573d708cf4c5c3dc	6227	0.3290374457704419	85.414599	214.453379	39002112	344870627	3	16045	2026-07-19T17:34:04.086941Z
406	0509a2433b9ed11d1cc52622606f5b7672186b6fcf83e3a321045e33ddabab9d	GCF_023375975.1	GCF/023/375/975/GCF_023375975.1/GCF_023375975.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/023/375/975/GCF_023375975.1/GCF_023375975.1.fa.gz	gzip	434857280	9eb5f200d920f01a05fb170b87c59ee4bf7e4231ce34bcace3423414d9725d89	verified	objects/GCF/023/375/975/GCF_023375975.1/GCF_023375975.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/375/975/GCF_023375975.1/GCF_023375975.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/375/975/GCF_023375975.1/GCF_023375975.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/375/975/GCF_023375975.1/GCF_023375975.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/375/975/GCF_023375975.1/provenance.json	c5d0748c0f3ba64dca9c7e85cb22f5241a3962394898c328de6660dacb829b04	1400634291	109	0510e56a51a3ccd3dec34655bcc657a5fe4fa5fac56117b008b86d2fbf3f927d	389eeef4f84a58c4d74c198314066e341926bc6f7ab7aa4e7d990ef9db7b1506	444213596	826d085f23bad71224c9dfcc7045c18b0bffadd9ed3fc95eb266b9b4e79e77a1	343288	94983cf6108517a0a2ec9f2cc0d1d26df4d6a9caaa1016f30908b1fd1ac12024	4167	0.3171517353633033	100.730731	268.279877	39428096	444563468	3	21457	2026-07-19T17:34:34.380128Z
407	5afb9df4fd71fbc770d5f5b8f3893b89f8b62ff18b25e40e67f0054af2cb89f2	GCF_023634085.1	GCF/023/634/085/GCF_023634085.1/GCF_023634085.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/023/634/085/GCF_023634085.1/GCF_023634085.1.fa.gz	gzip	410911054	68071ba3bfadb32ada387dada69017a40b26fadcb8b72d6ce4ce715e613c7471	verified	objects/GCF/023/634/085/GCF_023634085.1/GCF_023634085.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/634/085/GCF_023634085.1/GCF_023634085.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/634/085/GCF_023634085.1/GCF_023634085.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/634/085/GCF_023634085.1/GCF_023634085.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/634/085/GCF_023634085.1/provenance.json	58197cf8adb6f4314b387081c420fe55b07dc366a913c238495488836f9941a5	1335577317	283	9fd1800743b654b4bda7c242cd78660962a93a23f70d616615c16c8746cc2969	f0a9fcfd3a15797bf777e33894f8d38526b89d879438cd1574cd86cce8a7b5de	419307889	81a59d288d993a806a9ed8b28fb1da0b551f4c6020c8e3994c595f51819e5db2	327352	5c3e211caa5ed764c3a632d0930c5cde6992695656259e8ea74bfe726439bc46	10911	0.3139525384736674	99.445602	260.985208	39030784	419652350	3	20461	2026-07-19T17:34:42.115660Z
408	316e5454e2bed25298b2650919201c627eb2512ebe8ee00f73748b5423423ce1	GCF_023634155.1	GCF/023/634/155/GCF_023634155.1/GCF_023634155.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/023/634/155/GCF_023634155.1/GCF_023634155.1.fa.gz	gzip	413235072	9f1ed64c90ff19ce9743076ad245503c7cb98e92dda30924a013792bb927af82	verified	objects/GCF/023/634/155/GCF_023634155.1/GCF_023634155.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/634/155/GCF_023634155.1/GCF_023634155.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/634/155/GCF_023634155.1/GCF_023634155.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/634/155/GCF_023634155.1/GCF_023634155.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/634/155/GCF_023634155.1/provenance.json	437270c84656af5a81d0ac275e303e217c6f516baa68e5b0479e038517ce0e9e	1337832819	125	cf06e30d1d1ba7824bbb346f60e3596abb43ecfa22ca1b6b2bbbb67219d9897d	a3dd97a77e04530140a36cb47b36f2bf3ae56cf00ddf68f21c51a8f8f858448f	421688168	0569efe1f2f89c406778ce7e9dff3d09a7318dc48db8ef60c3e761c4b26f6370	327896	867e3bdeb6989e37a1db3201eca539ebad94d08e084fa7097a1c900a81ef83c8	4819	0.31520243935651276	104.900337	261.716859	39030784	422023675	3	20495	2026-07-19T17:34:59.588996Z
409	bc6ec75c8ec0328fe2087d4c785537eaeb9a136a94a901ea59a71b4dd0d22a48	GCF_023638135.1	GCF/023/638/135/GCF_023638135.1/GCF_023638135.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/023/638/135/GCF_023638135.1/GCF_023638135.1.fa.gz	gzip	409325559	8130789c49dec1dd7136c3670de1a68636a8cfe0bb81986b9a4605b84839f464	verified	objects/GCF/023/638/135/GCF_023638135.1/GCF_023638135.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/638/135/GCF_023638135.1/GCF_023638135.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/638/135/GCF_023638135.1/GCF_023638135.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/638/135/GCF_023638135.1/GCF_023638135.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/023/638/135/GCF_023638135.1/provenance.json	9f1baa18a082dc1fdb2b4c059724eb2641379a063816e38b61b745d4958c1f06	1311208599	397	237be6badd2fd2340fa5aad6ea6c1594220f93bcba9293a2337bd8f85b3503f1	2f8522fa19bf175392f4bd6079c76e5f505f9428cb4d0b02dd1c66b7485db3b0	417516733	d5a2f678d3d704a67174290e4e58a47a7ca0b4088895dec784adf79e4d6a9bf4	321368	18db41731694e85e63ff30ce7a25ca261e22bcd24166d081f19418e29849a6d2	15300	0.3184212895785013	99.131777	260.142747	39014400	417862051	3	20087	2026-07-19T17:35:42.521995Z
410	d17e2ffb2325b2dd6ea2d56ef3643238a6371a47c0c73c586222b9404624f95d	GCF_024139225.1	GCF/024/139/225/GCF_024139225.1/GCF_024139225.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/024/139/225/GCF_024139225.1/GCF_024139225.1.fa.gz	gzip	813412234	8d0fce65f69593ff242fc480e699876f0af0c21df9317ea879d0f5e98e170e32	verified	objects/GCF/024/139/225/GCF_024139225.1/GCF_024139225.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/024/139/225/GCF_024139225.1/GCF_024139225.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/024/139/225/GCF_024139225.1/GCF_024139225.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/024/139/225/GCF_024139225.1/GCF_024139225.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/024/139/225/GCF_024139225.1/provenance.json	59cd18a23109f4c9ba296ad2860a97a487ff0274e6297eadc6af6d373b2f4eed	2521102339	147	ae9690da7407bb76ca20c2392f6afa428a64f925114ce71b755b4977e16811ec	b4685c54e3399c4d25c4ab0feaa1151c85f446cd0039fb96da11e5779b740e37	831625182	6bdcec3955e800665c148c19a6317bebc7fa96e94e297009510a9bc63173859f	617912	6087759aa4d9a9cc6b9de33510a74c9ef16a32a5be668021168bc4f2c0bf2d5e	5596	0.32986569768915674	198.029358	507.706257	39092224	832251879	3	38621	2026-07-19T17:37:24.195135Z
411	866b411530d1e6ef6a4ea769cf9769602976e5c219b9fe874f6cc1c653235897	GCF_024166365.1	GCF/024/166/365/GCF_024166365.1/GCF_024166365.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/024/166/365/GCF_024166365.1/GCF_024166365.1.fa.gz	gzip	1106959293	201b5d5946f09d3240d5ecf066b8e1cfc959063a753e5eee2972b3cc3d9a138c	verified	objects/GCF/024/166/365/GCF_024166365.1/GCF_024166365.1.fa.gz	medium	6	16384	8589934592	08:00:00	converted	STREAM_CONVERTED_VERIFIED	2	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/024/166/365/GCF_024166365.1/GCF_024166365.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/024/166/365/GCF_024166365.1/GCF_024166365.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/024/166/365/GCF_024166365.1/GCF_024166365.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/024/166/365/GCF_024166365.1/provenance.json	160206fcb81b825ade37d8fbf03adec14d9e6dde7cb7cb39df42733c4e797309	3469273061	64	d859d9be6b4197b7a2fa1b491a827c7b6aeb5335c2a4a97a2d99554061731276	866a0a45bbe7eb48158577a04fa360a7c0690ccce39053b1095d7c46d4313db4	1132947728	f212414bc9dd893f006812bbd1a5e903a7f5f8ca9d95754fa94cec206bbb6093	850312	5f2138794b7687a3e70ca126a2b2f1049d34173cac682c9e44468002b6a5acf7	2465	0.3265663175193923	214.88572	714.610523	38961152	1133801973	3	53146	2026-07-19T18:20:21.112321Z
412	446c62cb8864374f64190b6fe13fecf089492acdd73e15787fd3a8748516610f	GCF_025201925.1	GCF/025/201/925/GCF_025201925.1/GCF_025201925.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/025/201/925/GCF_025201925.1/GCF_025201925.1.fa.gz	gzip	791759410	39782a63b5d0bab53ac9e47bfc92135c19b132dc39a1a1608ee516db9adad10c	verified	objects/GCF/025/201/925/GCF_025201925.1/GCF_025201925.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/025/201/925/GCF_025201925.1/GCF_025201925.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/025/201/925/GCF_025201925.1/GCF_025201925.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/025/201/925/GCF_025201925.1/GCF_025201925.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/025/201/925/GCF_025201925.1/provenance.json	27d36c9a54868c37a852d411bfd0915a68d992be7ba1cf632baadd5f137f068b	2509763103	621	aadc64eea4ddc16e94b42d78c98fc50ce7852532ba32367d5db325796805744f	383995a6172f7295c1423cddb79e80b64089991bf9ba216bffd3b9a99332c241	808463841	6c1b757f4b48ab64ceb941d4c53ed5eb93ede675020c5755cf4a585d4aef5cd9	615144	5d60066c7f24b9404bc30728d158142f62d81b876127132b48367a4481b5930d	23702	0.3221275506176728	193.360118	497.793804	39215104	809115922	3	38448	2026-07-19T17:37:20.023579Z
413	3d3675be5065e130ea4a97ba3d7274a888bdcc4fa4e82febaa1dc492abb1f9f2	GCF_025265405.1	GCF/025/265/405/GCF_025265405.1/GCF_025265405.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/025/265/405/GCF_025265405.1/GCF_025265405.1.fa.gz	gzip	832248298	d5a536670f1173cf7d55601fb3f57df04d2e23ca63f38670209735bfa61ce938	verified	objects/GCF/025/265/405/GCF_025265405.1/GCF_025265405.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/025/265/405/GCF_025265405.1/GCF_025265405.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/025/265/405/GCF_025265405.1/GCF_025265405.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/025/265/405/GCF_025265405.1/GCF_025265405.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/025/265/405/GCF_025265405.1/provenance.json	cafdfe7b28e61fd09afe380654bc26a1734fc529d7666e6be691b1fa979130fc	2737060463	74	54b24758c4406c84adcee763f8b14e165b447cc3d9879310e929792e7844d5d8	03ebc6a6cea6fc2b93d816f68bcc9d47c085aa9147e425a857e3f9f8b895164c	854205705	d8fffe0267f8d00a614ac475187d79affa37340738bbf8e5ecedd4de369b8dc9	670856	2a98bc5b5b4bb46ad566bb6db349723a9ad38472d067de2cfaf57daa81228876	2894	0.31208872312003433	196.108278	525.240724	39297024	854881183	3	41930	2026-07-19T17:37:52.764180Z
414	97f35d2d7d97b07c614c644ce637340123a5dbff2589cee665ddaaac6af34cef	GCF_026419915.1	GCF/026/419/915/GCF_026419915.1/GCF_026419915.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/026/419/915/GCF_026419915.1/GCF_026419915.1.fa.gz	gzip	425338415	88b10d99d86129654379c09ed7a1dec53d28cd3702a40ced84fff61ec68c9a5b	verified	objects/GCF/026/419/915/GCF_026419915.1/GCF_026419915.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/026/419/915/GCF_026419915.1/GCF_026419915.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/026/419/915/GCF_026419915.1/GCF_026419915.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/026/419/915/GCF_026419915.1/GCF_026419915.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/026/419/915/GCF_026419915.1/provenance.json	d45818141a77921f87e634d751dfea44e32c00334874b9204bc29853790d2c3f	1378481221	322	adb829d64367dc47147a4a466e7f3bf8eedaa6719244ff584cc3e7a684904fae	82a18eb58e38f3b816a437d4e1952fd8e570ac8ed6b7810b4fcc011d62ac0c9c	433758705	6e72de33f688d7861d512fdb2e36c5681c3971d15bea0def5361c0db51a83bed	337864	db2ebf5ac1b9b85f5135787723a6e60d00bd5f3592a3681fdb218d11f65c9763	12324	0.3146642104310538	104.220439	273.012653	38871040	434115846	3	21118	2026-07-19T17:36:28.020366Z
415	45d49404ee20f4347d6830641d743a4789b810eba26018b3fa682ce6f122e18c	GCF_026419965.1	GCF/026/419/965/GCF_026419965.1/GCF_026419965.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/026/419/965/GCF_026419965.1/GCF_026419965.1.fa.gz	gzip	809197418	3582bae4461febeb8e5c5e35c06e16d6231c4f8e1855961a19560a2db3a51c94	verified	objects/GCF/026/419/965/GCF_026419965.1/GCF_026419965.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/026/419/965/GCF_026419965.1/GCF_026419965.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/026/419/965/GCF_026419965.1/GCF_026419965.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/026/419/965/GCF_026419965.1/GCF_026419965.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/026/419/965/GCF_026419965.1/provenance.json	088dd8748158b8857bdc1aa4364da9075826447928e3d79bc3ece87e85b7e323	2606981867	581	3f3f5b7e3dedc37b93c67be806ef342c5ee6278bd9b032e34ecef462797dd10a	39d1256e178a03651c904349f40503e2232e9330dad73195c65872d8ba04acab	828979166	5a32abb5c6f849eba1c0b667160209989b6a90a46f5c1431e7413dce41b583e3	638968	d726d43f3c36ef4aa5a8a32f5e6121ad5c46462d86c3c69e3722b07752f5bbf9	22211	0.3179842470304378	195.410834	511.664741	39022592	829652771	3	39937	2026-07-19T17:38:16.187699Z
416	13037fb5a13abaf81341dff5e30f80709ccabe5b0d8c3871ffb3ceb102ec820c	GCF_026979565.1	GCF/026/979/565/GCF_026979565.1/GCF_026979565.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/026/979/565/GCF_026979565.1/GCF_026979565.1.fa.gz	gzip	355173895	04fe0c3ec3d0178a1ad42e4d2e9cdcd87b74befafd58a1e26a02843ddb4e0cb5	verified	objects/GCF/026/979/565/GCF_026979565.1/GCF_026979565.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/026/979/565/GCF_026979565.1/GCF_026979565.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/026/979/565/GCF_026979565.1/GCF_026979565.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/026/979/565/GCF_026979565.1/GCF_026979565.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/026/979/565/GCF_026979565.1/provenance.json	f7097e9e6786ef4bf03397421b38affb88fbec1775300e61819bdb3fda5479fb	1102052187	177	d4274e68df99b6262c8f5601da4783c4eed80aa23c28e6648efa2f545154bc61	3a6fcabba1bb759181f65b4a8d37eb450a0118f955725d7b3f69a9bfdfa761c0	361907945	bb4edccc43834c74ccb9e4b9d0e7c4ee12fe2795438a774a8d085463fca4a922	270104	7e06fd8afd8ace2ac0f65778841200e196ea60bef99da610cbdda7c85d4f1c1a	6703	0.32839456177223664	85.587462	226.948424	39497728	362188573	3	16883	2026-07-19T17:36:32.515324Z
417	e3761cf0055bab4a29cc4c5109fd5942ae382a813dcd0f334ce609c93c489c96	GCF_027172205.1	GCF/027/172/205/GCF_027172205.1/GCF_027172205.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/027/172/205/GCF_027172205.1/GCF_027172205.1.fa.gz	gzip	499407345	eed32d7b4e2a5d1555aa5e9c34712772ed4e3acd8319f32cc2994fb7e01e5e48	verified	objects/GCF/027/172/205/GCF_027172205.1/GCF_027172205.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/172/205/GCF_027172205.1/GCF_027172205.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/172/205/GCF_027172205.1/GCF_027172205.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/172/205/GCF_027172205.1/GCF_027172205.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/172/205/GCF_027172205.1/provenance.json	be84ca7e4a76235e41cb1882c9d21d920660297f01fd72f2b5837a31ee7bb800	1543394519	27	e9c1abc5af8ddf59ac82c036bf59d5b3606cdd0f4949fad92e6a07a289f08a34	542fa6356c424bcc8c227d3a0fa640db3f79e9eb74f6f6865c58ac4ae2fd016d	511497967	f524a83eb93d73f0caab495ac338d0c6511c8158abfd4639545d9e162265377c	378280	cc5728bdff26c5da2d3e49451568b6e9c231d189fc9256a8905d68f431cbd41c	1009	0.33141102984570076	118.535776	312.007386	39235584	511877902	3	23644	2026-07-19T17:37:34.212618Z
418	c0adbaf99882f0226af9c45426e514fdecbb46880199dfcc0fbf56a95a961e78	GCF_027358585.1	GCF/027/358/585/GCF_027358585.1/GCF_027358585.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/027/358/585/GCF_027358585.1/GCF_027358585.1.fa.gz	gzip	245764754	69d99b76524c191d84fb3a4609d3863329f2530a555ecff8ad990dfddfff9044	verified	objects/GCF/027/358/585/GCF_027358585.1/GCF_027358585.1.fa.gz	tiny	2	4096	2147483648	02:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/358/585/GCF_027358585.1/GCF_027358585.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/358/585/GCF_027358585.1/GCF_027358585.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/358/585/GCF_027358585.1/GCF_027358585.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/358/585/GCF_027358585.1/provenance.json	2aecf69ad74cf32950881e46a8b0bb2c268678230c3970fd15790e44db3ebf8e	780274799	58	fea2406e5623c15b18c04fa260ceb562949b738b1844a4b5c2e88fa5f37a8959	312fc38a2b77776b3c1371af5d3ca768b11c4fca749d42f13170bb4863dc0615	251380414	d24005de8dbf55c30ba3413452ad96f9f2b804f5dded2e465c81d59da8e25ec0	191240	0aa7a09127bd5d86d671943052ded732c5b1a3649928741033c8ed7242a9ddd8	2122	0.32216907981927534	139.369699	154.040451	39022592	251575057	3	11954	2026-07-19T16:11:20.019204Z
419	c8c2f4a744edaa84f85fd9389832660bf81363889c0d1fc34e1b0925cb8bc720	GCF_027358695.1	GCF/027/358/695/GCF_027358695.1/GCF_027358695.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/027/358/695/GCF_027358695.1/GCF_027358695.1.fa.gz	gzip	313132314	4d36648748b457f0f02db1f2f41dc39705149a530f6943e5dc8ebbf55403e734	verified	objects/GCF/027/358/695/GCF_027358695.1/GCF_027358695.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/358/695/GCF_027358695.1/GCF_027358695.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/358/695/GCF_027358695.1/GCF_027358695.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/358/695/GCF_027358695.1/GCF_027358695.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/358/695/GCF_027358695.1/provenance.json	bfd5c6c29b71d299ee53a43d533da4a874b30ec5eb2ca31304a616f7fcbe5c71	1007408502	17	13a81dd45db2620a31464468ed76c05726c7cee796cbd806fd335bcacb6e739c	2b3304d635826c411b800482c7ed501a94f6f209c321fb6fcc1f8b951f675407	320210420	00ec84ad8569bbb0aa7e1194efccb151c33b87c350d2ab187a7c7eecacebb592	246920	76acd7432d6e3fdc8bf446aa6e358ba7fa597120e5e14d202a1bdd5597cc0dc5	631	0.31785558625352955	73.035814	196.62644	39071744	320458412	3	15434	2026-07-19T17:36:57.717518Z
420	7323d719552cc68b34cba49c236f2272a83191c496fb9b2d8bb0ab8075839cd9	GCF_027406575.1	GCF/027/406/575/GCF_027406575.1/GCF_027406575.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/027/406/575/GCF_027406575.1/GCF_027406575.1.fa.gz	gzip	969735727	c1123940f616196ce5e9514ac6b1647d03bd183aa53c79b0d0828102abdddfcb	verified	objects/GCF/027/406/575/GCF_027406575.1/GCF_027406575.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/406/575/GCF_027406575.1/GCF_027406575.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/406/575/GCF_027406575.1/GCF_027406575.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/406/575/GCF_027406575.1/GCF_027406575.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/027/406/575/GCF_027406575.1/provenance.json	661f3704dcf80eb7d6cdf2afc84778e9d0028ad75bf31c5ab8825f4fafd4ac0c	2975498446	84	790c0d6e1185ad7033f4b943a6b1ca1530b54aed70c052c6be9fd10ede48358f	c97c1e370153b124a365eb5ce96d2f62c1c2c86a55e66565846eb27e0623c607	991260694	cfd3514a539d02a0ed0d47b62721fe2211dce9fdc09841ed5505b7c1e6207bdf	729288	f2660470d2b13fc6d33def3ce9fb93cbabb09ba3af3b9c770b731dcaf4930ace	3234	0.3331410558565622	231.51138	610.563801	39120896	991995115	3	45582	2026-07-19T17:40:23.704435Z
