assembly_accession_version	binding_status	annotation_object_id	annotation_path	annotation_view_paths	annotation_accession_version	annotation_provider	annotation_format	annotation_feature_rows	assembly_bgzf_path	assembly_fai_path	accepted_candidate_count	reason
GCA_964276395.1	EXACT_DICTIONARY	8c83269d8f7afff903a5d4feeffcf8d1a67d7b2f00a728e2658f5ba4b33757e9	/moosefs/erikg/vgp/freeze1/objects/GCA/964/276/395/GCA_964276395.1/genes/GCA_964276395.1_fGasAcu3.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	618667	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/276/395/GCA_964276395.1/GCA_964276395.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/276/395/GCA_964276395.1/GCA_964276395.1.fa.gz.fai	2	all 112 annotation sequence names and lengths match the target FAI
GCA_964289735.1	EXACT_DICTIONARY	18c4c3c224b436f52c6fdf9c5ef7572e9e868de6ceab6616d53c63e6d206bf27	/moosefs/erikg/vgp/freeze1/objects/GCA/964/289/735/GCA_964289735.1/genes/GCA_964289735.1_bPhaAeh10.maternal.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	287633	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/289/735/GCA_964289735.1/GCA_964289735.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/289/735/GCA_964289735.1/GCA_964289735.1.fa.gz.fai	2	all 270 annotation sequence names and lengths match the target FAI
GCA_964339955.1	EXACT_DICTIONARY	1f70f1c1c8a80db3634d1260bb0a4f673f5448d80a540834f8efbc68d22a5798	/moosefs/erikg/vgp/freeze1/objects/GCA/964/339/955/GCA_964339955.1/genes/GCA_964339955.1_mPipHan1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	612858	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/339/955/GCA_964339955.1/GCA_964339955.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/339/955/GCA_964339955.1/GCA_964339955.1.fa.gz.fai	2	all 89 annotation sequence names and lengths match the target FAI
GCA_964341445.1	EXACT_DICTIONARY	63c9bf81d48ba46f6b0a07db575dde29c350bfb108a019dcf3bf48d270288956	/moosefs/erikg/vgp/freeze1/objects/GCA/964/341/445/GCA_964341445.1/genes/GCA_964341445.1_mMesMir1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	654686	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/341/445/GCA_964341445.1/GCA_964341445.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/341/445/GCA_964341445.1/GCA_964341445.1.fa.gz.fai	2	all 644 annotation sequence names and lengths match the target FAI
GCA_964374135.1	EXACT_DICTIONARY	a46d6d7fb363cf8d8a23fb03aaa7e9fd5cce940c85a8fe4c9065911e56345411	/moosefs/erikg/vgp/freeze1/objects/GCA/964/374/135/GCA_964374135.1/genes/GCA_964374135.1_mGraGri1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	598842	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/374/135/GCA_964374135.1/GCA_964374135.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/374/135/GCA_964374135.1/GCA_964374135.1.fa.gz.fai	2	all 77 annotation sequence names and lengths match the target FAI
GCA_964374335.1	EXACT_DICTIONARY	82ea911c0d606c4a7ca216e4a672d9362da7008ce8e29ba7fbd03eb5a22afcdb	/moosefs/erikg/vgp/freeze1/objects/GCA/964/374/335/GCA_964374335.1/genes/GCA_964374335.1_fAstCal68.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	607846	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/374/335/GCA_964374335.1/GCA_964374335.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/374/335/GCA_964374335.1/GCA_964374335.1.fa.gz.fai	2	all 28 annotation sequence names and lengths match the target FAI
GCA_964417175.1	EXACT_DICTIONARY	ff5edfcb2b957d5b041d2afd7173f4d65817e72a7211b984dc662b4f39600783	/moosefs/erikg/vgp/freeze1/objects/GCA/964/417/175/GCA_964417175.1/genes/GCA_964417175.1_bLarArg3.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	304801	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/417/175/GCA_964417175.1/GCA_964417175.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/417/175/GCA_964417175.1/GCA_964417175.1.fa.gz.fai	2	all 181 annotation sequence names and lengths match the target FAI
GCA_964638095.1	EXACT_DICTIONARY	e418d69d83331af48b4d51df7599d2379f2b2dfe9e334beae9232aab853d13d5	/moosefs/erikg/vgp/freeze1/objects/GCA/964/638/095/GCA_964638095.1/genes/GCA_964638095.1_fPorCra3.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	867023	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/638/095/GCA_964638095.1/GCA_964638095.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/638/095/GCA_964638095.1/GCA_964638095.1.fa.gz.fai	2	all 1394 annotation sequence names and lengths match the target FAI
GCA_964656225.1	EXACT_DICTIONARY	6425168067c6b18fe4dc35ec30c31c7ae3e99e77b3586d30d65a337deba0826a	/moosefs/erikg/vgp/freeze1/objects/GCA/964/656/225/GCA_964656225.1/genes/GCA_964656225.1_mPipNat1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	627228	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/656/225/GCA_964656225.1/GCA_964656225.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/656/225/GCA_964656225.1/GCA_964656225.1.fa.gz.fai	2	all 246 annotation sequence names and lengths match the target FAI
GCA_964656455.1	EXACT_DICTIONARY	c5ed42fa588a8be34ed70a02e59d2b1e762bc7488e6c38cdcc54202b0708b7c6	/moosefs/erikg/vgp/freeze1/objects/GCA/964/656/455/GCA_964656455.1/genes/GCA_964656455.1_mHalGry1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	587010	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/656/455/GCA_964656455.1/GCA_964656455.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/656/455/GCA_964656455.1/GCA_964656455.1.fa.gz.fai	2	all 75 annotation sequence names and lengths match the target FAI
GCA_964662115.1	EXACT_DICTIONARY	1e87e6a84aecd9097354115384c69fd8dabf19d318e921ec23383a8e3c667465	/moosefs/erikg/vgp/freeze1/objects/GCA/964/662/115/GCA_964662115.1/genes/GCA_964662115.1_mMusNiv2.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	638751	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/662/115/GCA_964662115.1/GCA_964662115.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/964/662/115/GCA_964662115.1/GCA_964662115.1.fa.gz.fai	2	all 430 annotation sequence names and lengths match the target FAI
GCA_965112155.1	EXACT_DICTIONARY	4dbb9051e2e050406db2231278c92f4c975dc6c260d06e9bb2ed0b4dad678918	/moosefs/erikg/vgp/freeze1/objects/GCA/965/112/155/GCA_965112155.1/genes/GCA_965112155.1_rPodLio1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	626555	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/112/155/GCA_965112155.1/GCA_965112155.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/112/155/GCA_965112155.1/GCA_965112155.1.fa.gz.fai	2	all 69 annotation sequence names and lengths match the target FAI
GCA_965113295.1	EXACT_DICTIONARY	6fe565f3b54597722cb42a1fbaeb50a3ec471c88787488698b89b1963fd19000	/moosefs/erikg/vgp/freeze1/objects/GCA/965/113/295/GCA_965113295.1/genes/GCA_965113295.1_fLeuLeu2.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	680364	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/113/295/GCA_965113295.1/GCA_965113295.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/113/295/GCA_965113295.1/GCA_965113295.1.fa.gz.fai	2	all 533 annotation sequence names and lengths match the target FAI
GCA_965113315.1	EXACT_DICTIONARY	2d9695bd8b2cdc9afd3ed8549fe6f69461fb835d41cedd7e61694a9ac0a7b825	/moosefs/erikg/vgp/freeze1/objects/GCA/965/113/315/GCA_965113315.1/genes/GCA_965113315.1_rPodVau1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	618912	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/113/315/GCA_965113315.1/GCA_965113315.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/113/315/GCA_965113315.1/GCA_965113315.1.fa.gz.fai	2	all 50 annotation sequence names and lengths match the target FAI
GCA_965115925.1	EXACT_DICTIONARY	17158284407452d5364d68212824dca4b5f09a2d97d27d7b25f4d17a07db9f50	/moosefs/erikg/vgp/freeze1/objects/GCA/965/115/925/GCA_965115925.1/genes/GCA_965115925.1_mMyoEma1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	623010	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/115/925/GCA_965115925.1/GCA_965115925.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/115/925/GCA_965115925.1/GCA_965115925.1.fa.gz.fai	2	all 142 annotation sequence names and lengths match the target FAI
GCA_965119305.1	EXACT_DICTIONARY	ade32719e899a150d2f37904ea0f5eafbe98fa00e1b2cd603fe0970eb91eaf16	/moosefs/erikg/vgp/freeze1/objects/GCA/965/119/305/GCA_965119305.1/genes/GCA_965119305.1_aPelLes1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	857807	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/119/305/GCA_965119305.1/GCA_965119305.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/119/305/GCA_965119305.1/GCA_965119305.1.fa.gz.fai	2	all 441 annotation sequence names and lengths match the target FAI
GCA_965140235.1	EXACT_DICTIONARY	aa7ff5d751aa5d4a1d764173aa0f26062545487217ae5d4f5f65a8a31aa27568	/moosefs/erikg/vgp/objects/sha256/aa/7f/aa7ff5d751aa5d4a1d764173aa0f26062545487217ae5d4f5f65a8a31aa27568	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_965140235.1/Annotation_submitted_by_Vertebrate_Genomes_Project/GCA_965140235.1_rCarCar1.hap1_genomic.gff.gz""]"	Annotation submitted by Vertebrate Genomes Project	Vertebrate Genomes Project	GFF3	695706	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/140/235/GCA_965140235.1/GCA_965140235.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/140/235/GCA_965140235.1/GCA_965140235.1.fa.gz.fai	4	all 36 annotation sequence names and lengths match the target FAI
GCA_965140245.1	EXACT_DICTIONARY	12008b47e8b45f94c704aaaa0bc081c2634429bcf26edaffec7c82e4cacce722	/moosefs/erikg/vgp/freeze1/objects/GCA/965/140/245/GCA_965140245.1/genes/GCA_965140245.1_bAthNoc1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	299808	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/140/245/GCA_965140245.1/GCA_965140245.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/140/245/GCA_965140245.1/GCA_965140245.1.fa.gz.fai	2	all 109 annotation sequence names and lengths match the target FAI
GCA_965140285.1	EXACT_DICTIONARY	c98119d8bc2b1f16d83c9c4d638b05e7e080f6e1e2a32e52be8b16fe2102316a	/moosefs/erikg/vgp/objects/sha256/c9/81/c98119d8bc2b1f16d83c9c4d638b05e7e080f6e1e2a32e52be8b16fe2102316a	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_965140285.1/Annotation_submitted_by_Vertebrate_Genomes_Project/GCA_965140285.1_rLepKem1.hap1_genomic.gff.gz""]"	Annotation submitted by Vertebrate Genomes Project	Vertebrate Genomes Project	GFF3	701129	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/140/285/GCA_965140285.1/GCA_965140285.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/140/285/GCA_965140285.1/GCA_965140285.1.fa.gz.fai	4	all 54 annotation sequence names and lengths match the target FAI
GCA_965140295.1	EXACT_DICTIONARY	9ee0ed2041fb6cc876bdf7492bb9f5c138dd18708e98e65acd01edd3dff7bf3f	/moosefs/erikg/vgp/objects/sha256/9e/e0/9ee0ed2041fb6cc876bdf7492bb9f5c138dd18708e98e65acd01edd3dff7bf3f	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_965140295.1/Annotation_submitted_by_Vertebrate_Genomes_Project/GCA_965140295.1_rLepOli2.hap1_genomic.gff.gz""]"	Annotation submitted by Vertebrate Genomes Project	Vertebrate Genomes Project	GFF3	666803	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/140/295/GCA_965140295.1/GCA_965140295.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/140/295/GCA_965140295.1/GCA_965140295.1.fa.gz.fai	4	all 44 annotation sequence names and lengths match the target FAI
GCA_965140915.1	EXACT_DICTIONARY	be7a3921aa3d1a4dc7686bb1589c49248fb19d7c8376abe2860f66860f684dbf	/moosefs/erikg/vgp/freeze1/objects/GCA/965/140/915/GCA_965140915.1/genes/GCA_965140915.1_bAytMar2.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	315194	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/140/915/GCA_965140915.1/GCA_965140915.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/140/915/GCA_965140915.1/GCA_965140915.1.fa.gz.fai	2	all 387 annotation sequence names and lengths match the target FAI
GCA_965151615.1	EXACT_DICTIONARY	48bbce0e1ede96aab42939af22dc87de7d7bf950b1f90ef27a0c8f1840970fc4	/moosefs/erikg/vgp/freeze1/objects/GCA/965/151/615/GCA_965151615.1/genes/GCA_965151615.1_bCygCol1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	296880	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/151/615/GCA_965151615.1/GCA_965151615.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/151/615/GCA_965151615.1/GCA_965151615.1.fa.gz.fai	2	all 104 annotation sequence names and lengths match the target FAI
GCA_965152235.1	EXACT_DICTIONARY	1d5ef049716e5eb4aafecabf8e7ce2ad0d13dbe3625ecbb0d9df39e4e8f1fca3	/moosefs/erikg/vgp/objects/sha256/1d/5e/1d5ef049716e5eb4aafecabf8e7ce2ad0d13dbe3625ecbb0d9df39e4e8f1fca3	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_965152235.1/Annotation_submitted_by_Vertebrate_Genomes_Project/GCA_965152235.1_rEreImb1.hap1_genomic.gff.gz""]"	Annotation submitted by Vertebrate Genomes Project	Vertebrate Genomes Project	GFF3	693188	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/152/235/GCA_965152235.1/GCA_965152235.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/152/235/GCA_965152235.1/GCA_965152235.1.fa.gz.fai	4	all 57 annotation sequence names and lengths match the target FAI
GCA_965152275.1	EXACT_DICTIONARY	abbc17a1b230e18f45476b31e232ba1b89c8c406d1d394d7555400a6a524204e	/moosefs/erikg/vgp/objects/sha256/ab/bc/abbc17a1b230e18f45476b31e232ba1b89c8c406d1d394d7555400a6a524204e	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_965152275.1/Annotation_submitted_by_Vertebrate_Genomes_Project/GCA_965152275.1_rNatDep2.hap1_genomic.gff.gz""]"	Annotation submitted by Vertebrate Genomes Project	Vertebrate Genomes Project	GFF3	711052	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/152/275/GCA_965152275.1/GCA_965152275.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/152/275/GCA_965152275.1/GCA_965152275.1.fa.gz.fai	4	all 41 annotation sequence names and lengths match the target FAI
GCA_965153285.1	EXACT_DICTIONARY	1c12f915188164bcc8bc3a68aa395788850a5aa7e89de5788450da6c6792f7e3	/moosefs/erikg/vgp/freeze1/objects/GCA/965/153/285/GCA_965153285.1/genes/GCA_965153285.1_rPodTil1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	625649	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/153/285/GCA_965153285.1/GCA_965153285.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/153/285/GCA_965153285.1/GCA_965153285.1.fa.gz.fai	2	all 43 annotation sequence names and lengths match the target FAI
GCA_965178545.1	EXACT_DICTIONARY	3d4aec5ac8ba84b041dca659449a54d45b984cae21803ce84ea2c67c8f5fed44	/moosefs/erikg/vgp/freeze1/objects/GCA/965/178/545/GCA_965178545.1/genes/GCA_965178545.1_bColMon1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	336367	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/178/545/GCA_965178545.1/GCA_965178545.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/178/545/GCA_965178545.1/GCA_965178545.1.fa.gz.fai	2	all 439 annotation sequence names and lengths match the target FAI
GCA_965183815.1	EXACT_DICTIONARY	9484e7906dd9c3780f0a59dc983ada9851de0eef27c9f57ea4df1cd4ad0e4e2f	/moosefs/erikg/vgp/freeze1/objects/GCA/965/183/815/GCA_965183815.1/genes/GCA_965183815.1_bPlaLeu2.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	303977	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/183/815/GCA_965183815.1/GCA_965183815.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/183/815/GCA_965183815.1/GCA_965183815.1.fa.gz.fai	2	all 261 annotation sequence names and lengths match the target FAI
GCA_965194805.1	EXACT_DICTIONARY	2bbba44a89f4d3048397691c579e9412d24ac1a1686d522f8f05c8467a7c0667	/moosefs/erikg/vgp/freeze1/objects/GCA/965/194/805/GCA_965194805.1/genes/GCA_965194805.1_mBalBor1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	618361	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/194/805/GCA_965194805.1/GCA_965194805.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/194/805/GCA_965194805.1/GCA_965194805.1.fa.gz.fai	2	all 188 annotation sequence names and lengths match the target FAI
GCA_965194825.1	EXACT_DICTIONARY	57ac881b834c616467f762aeb4ab32ce2edb25394cb200e6cb5bcdb8e5efe2c8	/moosefs/erikg/vgp/freeze1/objects/GCA/965/194/825/GCA_965194825.1/genes/GCA_965194825.1_mBalPhy2.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	624997	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/194/825/GCA_965194825.1/GCA_965194825.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/194/825/GCA_965194825.1/GCA_965194825.1.fa.gz.fai	2	all 207 annotation sequence names and lengths match the target FAI
GCA_965202585.1	EXACT_DICTIONARY	37a12a8d7e10bae99aeefaa732c643b879777380ad7eca9ca1a9f238fa10f11a	/moosefs/erikg/vgp/freeze1/objects/GCA/965/202/585/GCA_965202585.1/genes/GCA_965202585.1_ktThaDemo2.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	205722	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/202/585/GCA_965202585.1/GCA_965202585.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/202/585/GCA_965202585.1/GCA_965202585.1.fa.gz.fai	2	all 763 annotation sequence names and lengths match the target FAI
GCA_965226115.1	EXACT_DICTIONARY	0b717f32558b3b119931ffdf0aa5fabc690f63ff173d6e7f2c00a1ce07088575	/moosefs/erikg/vgp/freeze1/objects/GCA/965/226/115/GCA_965226115.1/genes/GCA_965226115.1_fAulStu2.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	606529	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/226/115/GCA_965226115.1/GCA_965226115.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/226/115/GCA_965226115.1/GCA_965226115.1.fa.gz.fai	2	all 22 annotation sequence names and lengths match the target FAI
GCA_965226575.1	EXACT_DICTIONARY	5fcc4edc47223a1caf823dd949a36f8c059cd13a62266d5cb4cbe3ebeff1ea1b	/moosefs/erikg/vgp/freeze1/objects/GCA/965/226/575/GCA_965226575.1/genes/GCA_965226575.1_fPagPag1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	619734	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/226/575/GCA_965226575.1/GCA_965226575.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/226/575/GCA_965226575.1/GCA_965226575.1.fa.gz.fai	2	all 236 annotation sequence names and lengths match the target FAI
GCA_965231255.1	EXACT_DICTIONARY	118500efb2c4d7e042df0ad75fc9002491033b0fd495fd577943ed66a3269ed2	/moosefs/erikg/vgp/freeze1/objects/GCA/965/231/255/GCA_965231255.1/genes/GCA_965231255.1_bVanVan1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	298031	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/231/255/GCA_965231255.1/GCA_965231255.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/231/255/GCA_965231255.1/GCA_965231255.1.fa.gz.fai	2	all 483 annotation sequence names and lengths match the target FAI
GCA_965231275.1	EXACT_DICTIONARY	591f719d686d88aa75e4959f3be182c4f8373c4a3a82b57ad0bb2f193b99b868	/moosefs/erikg/vgp/freeze1/objects/GCA/965/231/275/GCA_965231275.1/genes/GCA_965231275.1_bZosLat1.hap1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	309990	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/231/275/GCA_965231275.1/GCA_965231275.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/231/275/GCA_965231275.1/GCA_965231275.1.fa.gz.fai	2	all 204 annotation sequence names and lengths match the target FAI
GCA_965231335.1	EXACT_DICTIONARY	3d67531d7abe4cddc292b07d0972ed0e1d1a92e533687bff8639b501e098926f	/moosefs/erikg/vgp/freeze1/objects/GCA/965/231/335/GCA_965231335.1/genes/GCA_965231335.1_bBraCan1.1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	296001	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/231/335/GCA_965231335.1/GCA_965231335.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/965/231/335/GCA_965231335.1/GCA_965231335.1.fa.gz.fai	2	all 212 annotation sequence names and lengths match the target FAI
GCF_003369695.1	EXACT_DICTIONARY	7f41541392f200546dbc9642204aa82fce9612ea2402e3b8f38da0bf066671c2	/moosefs/erikg/vgp/objects/sha256/7f/41/7f41541392f200546dbc9642204aa82fce9612ea2402e3b8f38da0bf066671c2	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_003369695.1/NCBI_Bos_indicus_x_Bos_taurus_Annotation_Release_100/GCF_003369695.1_UOA_Brahman_1_genomic.gff.gz""]"	NCBI Bos indicus x Bos taurus Annotation Release 100	NCBI RefSeq	GFF3	1595390	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/003/369/695/GCF_003369695.1/GCF_003369695.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/003/369/695/GCF_003369695.1/GCF_003369695.1.fa.gz.fai	4	all 1250 annotation sequence names and lengths match the target FAI
GCF_003957555.1	EXACT_DICTIONARY	f5d35fd007df07fbb695e9d8f27365d69fb2da64b8ffc74c555b3294ac45c00d	/moosefs/erikg/vgp/objects/sha256/f5/d3/f5d35fd007df07fbb695e9d8f27365d69fb2da64b8ffc74c555b3294ac45c00d	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_003957555.1/NCBI_Calypte_anna_Annotation_Release_101/GCF_003957555.1_bCalAnn1_v1.p_genomic.gff.gz""]"	NCBI Calypte anna Annotation Release 101	NCBI RefSeq	GFF3	795527	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/003/957/555/GCF_003957555.1/GCF_003957555.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/003/957/555/GCF_003957555.1/GCF_003957555.1.fa.gz.fai	4	all 159 annotation sequence names and lengths match the target FAI
GCF_004027225.2	EXACT_DICTIONARY	d5918309034b80cf51345fc793529bc5ff2ab2fc9588aacb2f743e18fc325f05	/moosefs/erikg/vgp/objects/sha256/d5/91/d5918309034b80cf51345fc793529bc5ff2ab2fc9588aacb2f743e18fc325f05	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_004027225.2/NCBI_Strigops_habroptila_Annotation_Release_101/GCF_004027225.2_bStrHab1.2.pri_genomic.gff.gz""]"	NCBI Strigops habroptila Annotation Release 101	NCBI RefSeq	GFF3	1357409	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/004/027/225/GCF_004027225.2/GCF_004027225.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/004/027/225/GCF_004027225.2/GCF_004027225.2.fa.gz.fai	4	all 89 annotation sequence names and lengths match the target FAI
